fecha_hecho;longitud;latitud;sexo;edad;modalidad
2017-05-04T00:00:00Z;-75,57992600000;6,29311900000;Mujer;93;Ahorcamiento o estrangulamiento
2017-04-29T10:30:00Z;-75,55252100000;6,30165200000;Hombre;21;Cortopunzante
2017-01-23T06:30:00Z;-75,56538400000;6,24621150000;Hombre;37;Ahorcamiento o estrangulamiento
2016-12-30T13:39:00Z;-75,55569500000;6,27042960000;Mujer;78;Cortopunzante
2016-12-27T05:05:00Z;-75,57664500000;6,28129050000;Hombre;28;Arma de fuego
2016-12-27T04:31:00Z;-75,59419300000;6,29171280000;Hombre;45;Arma de fuego
2016-12-16T06:45:00Z;-75,55725900000;6,30616470000;Hombre;33;Arma de fuego
2016-12-15T04:40:00Z;-75,58865400000;6,20086720000;Hombre;44;Arma de fuego
2017-06-18T15:26:00Z;-75,62165100000;6,25543260000;Hombre;67;Cortopunzante
2017-07-02T05:15:00Z;-75,60341600000;6,21391920000;Hombre;20;Arma de fuego
2017-08-03T00:16:00Z;-75,59491000000;6,27116300000;Hombre;39;Arma de fuego
2017-08-06T02:43:00Z;-75,60772700000;6,28307680000;Hombre;19;Arma de fuego
2017-08-03T13:15:00Z;-75,54028300000;6,29602290000;Hombre;44;Cortopunzante
2017-10-15T22:50:00Z;-75,55885300000;6,28896280000;Hombre;39;Arma de fuego
2017-12-15T01:14:00Z;-75,62542700000;6,26446010000;Hombre;17;Arma de fuego
2017-10-14T05:40:00Z;-75,56939700000;6,25839520000;Hombre;46;Arma de fuego
2017-10-19T17:06:00Z;-75,65090200000;6,17542170000;Mujer;23;Asfixia mecánica
2017-12-15T05:10:00Z;-75,58818100000;6,25137850000;Hombre;35;Cortopunzante
2017-10-22T19:14:00Z;-75,60860400000;6,28998850000;Hombre;62;Cortopunzante
2017-12-31T20:00:00Z;-75,58780700000;6,28999420000;Hombre;13;Arma de fuego
2017-12-31T19:30:00Z;-75,57106000000;6,20376440000;Mujer;59;Cortopunzante
2017-10-11T02:16:00Z;-75,62293200000;6,24344970000;Hombre;16;Arma de fuego
2017-10-31T22:28:00Z;-75,56964900000;6,24410010000;Hombre;22;Arma de fuego
2017-10-06T23:20:00Z;-75,57994800000;6,27353530000;Hombre;48;Arma de fuego
2017-11-08T17:46:00Z;-75,61985800000;6,24826000000;Hombre;17;Arma de fuego
2014-08-12T02:00:00Z;-75,59227300000;6,28796600000;Hombre;43;Arma de fuego
2015-01-04T12:10:00Z;-75,56256400000;6,29362300000;Hombre;24;Cortopunzante
2013-04-29T11:05:00Z;-75,60223600000;6,27067600000;Hombre;21;Arma de fuego
2015-09-15T06:50:00Z;-75,57212300000;6,26131900000;Hombre;28;Asfixia mecánica
2015-09-08T18:00:00Z;-75,57383600000;6,29042600000;Hombre;42;Arma de fuego
2015-09-10T11:40:00Z;-75,58463000000;6,26125500000;Hombre;27;Arma de fuego
2015-09-15T00:12:00Z;-75,56315000000;6,26408700000;Hombre;26;Arma de fuego
2015-05-28T02:39:00Z;-75,60864700000;6,27497500000;Hombre;20;Arma de fuego
2013-08-20T00:24:00Z;-75,61924500000;6,28091700000;Hombre;33;Arma de fuego
2013-12-25T14:00:00Z;NA;NA;Mujer;1;Contundente
2012-02-25T12:24:00Z;-75,60882400000;6,27628200000;Hombre;31;Arma de fuego
2012-02-26T10:20:00Z;-75,53891900000;6,28726000000;Mujer;29;Arma de fuego
2012-02-27T15:30:00Z;-75,54544000000;6,23104800000;Hombre;33;Arma de fuego
2012-01-27T10:15:00Z;-75,56733400000;6,25380500000;Hombre;58;Cortopunzante
2012-02-02T03:30:00Z;-75,54212900000;6,29575600000;Hombre;58;Contundente
2012-02-06T00:00:00Z;-75,55466800000;6,29150700000;Hombre;28;Arma de fuego
2012-05-13T19:50:00Z;-75,53795500000;6,23638800000;Hombre;27;Arma de fuego
2012-05-14T11:27:00Z;-75,60180200000;6,21500700000;Hombre;21;Arma de fuego
2012-05-16T22:43:00Z;-75,60956400000;6,26068800000;Mujer;38;Arma de fuego
2012-05-17T02:15:00Z;-75,55262400000;6,29397000000;Hombre;46;Arma de fuego
2013-02-17T06:06:00Z;-75,62763400000;6,26466000000;Hombre;21;Arma de fuego
2012-07-23T19:15:00Z;-75,56407600000;6,28560000000;Hombre;23;Arma de fuego
2012-07-24T12:11:00Z;-75,58267700000;6,23504600000;Hombre;52;Arma de fuego
2012-03-15T21:35:00Z;-75,60911000000;6,25912400000;Hombre;20;Arma de fuego
2012-06-09T02:35:00Z;-75,60964000000;6,22225400000;Hombre;32;Arma de fuego
2012-03-24T00:00:00Z;-75,56292500000;6,19931000000;Hombre;46;Arma de fuego
2012-03-25T01:00:00Z;-75,61533600000;6,25801100000;Mujer;31;Arma de fuego
2012-04-29T03:22:00Z;-75,60922100000;6,25651200000;Hombre;15;Arma de fuego
2012-04-29T06:49:00Z;-75,57010700000;6,25350700000;Hombre;39;Cortopunzante
2012-04-29T07:30:00Z;-75,58073000000;6,25978900000;Hombre;49;Contundente
2012-12-27T18:30:00Z;-75,59506100000;6,27210300000;Hombre;37;Arma de fuego
2012-10-22T17:00:00Z;-75,56089400000;6,25250500000;Hombre;20;Cortopunzante
2012-09-17T11:10:00Z;-75,54903600000;6,29770500000;Hombre;34;Arma de fuego
2012-07-19T23:18:00Z;-75,60974500000;6,25362300000;Hombre;55;Arma de fuego
2012-07-13T12:50:00Z;-75,57189800000;6,24729400000;Hombre;43;Arma de fuego
2013-03-22T12:20:00Z;-75,61897400000;6,27091900000;Hombre;18;Arma de fuego
2012-11-10T01:00:00Z;-75,61176400000;6,28196900000;Hombre;30;Arma de fuego
2010-01-18T01:00:00Z;-75,63035800000;6,24947000000;Hombre;44;Arma de fuego
2010-01-05T19:00:00Z;-75,56713100000;6,21554600000;Hombre;30;Arma de fuego
2010-02-19T19:00:00Z;-75,62418000000;6,24940800000;Hombre;6;Arma de fuego
2010-01-17T18:00:00Z;-75,53917500000;6,29997400000;Hombre;21;Arma de fuego
2010-01-07T18:00:00Z;NA;NA;Hombre;34;Arma de fuego
2010-01-01T05:00:00Z;-75,54601700000;6,28618900000;Hombre;40;Arma de fuego
2010-03-28T07:00:00Z;-75,54239700000;6,27167200000;Hombre;28;Arma de fuego
2010-02-16T01:00:00Z;-75,62174400000;6,26090600000;Hombre;23;Arma de fuego
2010-02-16T06:00:00Z;-75,56199400000;6,28988000000;Hombre;21;Arma de fuego
2010-02-17T00:00:00Z;-75,53283300000;6,22861500000;Hombre;16;Arma de fuego
2010-03-16T04:00:00Z;-75,63300600000;6,24842400000;Hombre;27;Arma de fuego
2010-01-15T01:00:00Z;-75,56390700000;6,30703800000;Hombre;18;Arma de fuego
2010-05-11T16:00:00Z;-75,57615600000;6,30707400000;Hombre;33;Arma de fuego
2010-05-12T00:00:00Z;-75,63916800000;6,28187320000;Hombre;52;Arma de fuego
2011-05-20T19:00:00Z;-75,54178800000;6,23544900000;Hombre;21;Arma de fuego
2011-03-21T15:00:00Z;-75,54738900000;6,24523100000;Hombre;18;Cortopunzante
2010-06-19T05:00:00Z;-75,56500500000;6,27694100000;Hombre;47;Cortopunzante
2011-02-04T20:00:00Z;-75,60414400000;6,21206800000;Hombre;29;Arma de fuego
2011-04-02T08:00:00Z;-75,56279500000;6,27719900000;Hombre;19;Arma de fuego
2010-05-22T10:00:00Z;-75,54893100000;6,29644400000;Hombre;46;Arma de fuego
2010-05-23T02:00:00Z;-75,57743000000;6,27809700000;Hombre;27;Arma de fuego
2010-06-09T18:00:00Z;-75,54853200000;6,27275700000;Hombre;21;Arma de fuego
2011-04-17T20:00:00Z;-75,60883600000;6,23556500000;Hombre;23;Arma de fuego
2011-03-27T00:00:00Z;-75,59221000000;6,19769800000;Hombre;36;Arma de fuego
2010-06-23T00:00:00Z;-75,56651900000;6,27731000000;Hombre;18;Arma de fuego
2010-06-23T22:00:00Z;NA;NA;Hombre;19;Arma de fuego
2010-04-23T23:00:00Z;-75,56664400000;6,25613400000;Hombre;17;Cortopunzante
2010-04-23T07:00:00Z;-75,56846100000;6,23057400000;Hombre;24;Asfixia mecánica
2010-04-25T05:00:00Z;-75,58406500000;6,20594500000;Hombre;29;Arma de fuego
2011-04-06T18:00:00Z;-75,56836400000;6,25928800000;Hombre;32;Arma de fuego
2011-05-11T21:00:00Z;-75,60750300000;6,26423000000;Hombre;18;Arma de fuego
2011-02-22T23:00:00Z;-75,56773400000;6,24513600000;Hombre;17;Arma de fuego
2010-05-07T02:00:00Z;-75,56569000000;6,27369000000;Hombre;20;Arma de fuego
2010-05-07T15:00:00Z;-75,62371500000;6,24869400000;Hombre;16;Arma de fuego
2010-06-26T14:00:00Z;-75,60281300000;6,21421100000;Hombre;29;Arma de fuego
2011-05-13T15:00:00Z;-75,61064400000;6,26022500000;Hombre;17;Arma de fuego
2011-05-14T03:00:00Z;-75,56582200000;6,28270100000;Hombre;59;Cortopunzante
2010-06-16T18:00:00Z;-75,62552300000;6,25358300000;Hombre;18;Arma de fuego
2010-07-01T02:00:00Z;-75,61132900000;6,26373200000;Hombre;20;Cortopunzante
2010-07-01T20:00:00Z;-75,54760100000;6,27501700000;Hombre;20;Arma de fuego
2011-05-19T03:00:00Z;-75,57887500000;6,28113400000;Hombre;36;Arma de fuego
2010-05-01T21:00:00Z;NA;NA;Hombre;15;Arma de fuego
2010-06-19T01:00:00Z;-75,56181100000;6,25323300000;Hombre;39;Arma de fuego
2010-06-19T23:00:00Z;-75,56699900000;6,25610400000;Hombre;18;Cortopunzante
2011-07-09T12:00:00Z;-75,56357500000;6,28354400000;Hombre;41;Arma de fuego
2010-07-25T21:00:00Z;-75,60330100000;6,21390300000;Hombre;36;Ahorcamiento o estrangulamiento
2010-07-26T20:00:00Z;-75,57848600000;6,29478000000;Hombre;20;Arma de fuego
2010-10-08T06:00:00Z;-75,60540400000;6,26446500000;Hombre;15;Arma de fuego
2010-04-17T18:00:00Z;-75,54411700000;6,28636300000;Hombre;51;Arma de fuego
2011-07-29T13:00:00Z;-75,66518800000;6,17320000000;Hombre;35;Arma de fuego
2010-08-07T05:00:00Z;-75,54525700000;6,29388600000;Hombre;31;Arma de fuego
2010-08-08T03:00:00Z;-75,54579300000;6,30104800000;Hombre;29;Arma de fuego
2011-07-03T02:00:00Z;-75,57196800000;6,24654500000;Hombre;34;Arma de fuego
2011-07-03T19:00:00Z;-75,56990000000;6,21334400000;Hombre;25;Ahorcamiento o estrangulamiento
2010-10-10T12:00:00Z;-75,58884700000;6,19606600000;Hombre;55;Contundente
2011-05-02T23:00:00Z;-75,58775800000;6,26461500000;Hombre;21;Arma de fuego
